Transaction_ID,Customer_ID,Customer_Age,Gender,Country,Product_Category,Product_Price($),Quantity_Purchased,Total_Sale_Amount($),Discount_Applied(%),Final_Sale_Amount($),Payment_Method,Order_Placed_Date,Shipping_Duration(Days),Delivery_Status,Customer_Rating(Out_of_5),Refund_Requested,Loyalty_Member,Profit_Margin(%),Customer_Segment
T10904,C5904,43,Female,UK,Home & Kitchen,203.89,8,1631.12,15,1386.45,Debit Card,2024-05-27,3,Cancelled,5,No,Yes,10.7,Premium
T10905,C5905,61,Female,USA,Books,291.02,7,2037.14,15,1731.57,PayPal,2024-08-10,6,In Transit,5,Yes,No,26.2,Regular
T10906,C5906,42,Non-Binary,UK,Electronics,157.4,5,787.0,20,629.6,Bank Transfer,2024-12-12,8,Cancelled,3,No,No,12.7,Regular
T10907,C5907,34,Male,USA,Home & Kitchen,241.21,6,1447.26,10,1302.53,PayPal,2023-09-13,11,In Transit,3,No,Yes,29.8,Regular
T10908,C5908,30,Non-Binary,Germany,Clothing,397.57,5,1987.85,0,1987.85,Debit Card,2024-07-15,9,In Transit,5,No,Yes,6.0,Premium
T10909,C5909,37,Male,India,Home & Kitchen,490.71,7,3434.97,5,3263.22,Debit Card,2024-12-20,13,Cancelled,2,Yes,Yes,8.2,Regular
T10910,C5910,42,Non-Binary,USA,Home & Kitchen,466.58,2,933.16,20,746.53,PayPal,2023-04-13,7,Returned,4,No,Yes,10.6,Premium
T10911,C5911,21,Non-Binary,UK,Home & Kitchen,467.26,5,2336.3,10,2102.67,PayPal,2024-08-12,12,Delivered,4,No,Yes,25.3,Premium
T10912,C5912,27,Female,India,Electronics,204.1,3,612.3,15,520.45,Debit Card,2024-01-24,3,Returned,2,Yes,Yes,27.0,Regular
T10913,C5913,20,Male,Germany,Electronics,237.05,9,2133.45,10,1920.11,Debit Card,2024-06-04,1,Returned,2,Yes,No,6.8,Occasional
T10914,C5914,58,Female,India,Clothing,354.29,6,2125.74,5,2019.45,Bank Transfer,2024-08-29,4,Cancelled,5,No,Yes,5.8,Premium
T10915,C5915,62,Male,USA,Sports,461.49,3,1384.47,5,1315.25,Credit Card,2024-11-13,13,Returned,3,No,No,23.6,Regular
T10916,C5916,35,Non-Binary,Germany,Sports,75.29,7,527.03,0,527.03,Credit Card,2023-03-16,6,Returned,2,No,No,8.3,Occasional
T10917,C5917,64,Non-Binary,UK,Sports,155.6,4,622.4,0,622.4,Bank Transfer,2024-06-02,3,Delivered,3,Yes,No,8.3,Regular
T10918,C5918,53,Male,Germany,Clothing,73.93,3,221.79,5,210.7,PayPal,2023-03-28,14,Returned,1,No,No,5.6,Occasional
T10919,C5919,64,Female,Germany,Sports,307.94,8,2463.52,20,1970.82,Debit Card,2024-04-15,1,Delivered,4,Yes,No,6.2,Regular
T10920,C5920,39,Female,Australia,Sports,156.62,4,626.48,20,501.18,PayPal,2024-09-15,6,Cancelled,5,Yes,Yes,11.6,Premium
T10921,C5921,51,Female,Germany,Home & Kitchen,166.42,1,166.42,15,141.46,Credit Card,2023-08-30,14,Delivered,4,No,Yes,6.6,Premium
T10922,C5922,64,Female,Germany,Electronics,40.1,6,240.6,0,240.6,Credit Card,2024-01-30,1,In Transit,5,No,Yes,14.2,Premium
T10923,C5923,25,Non-Binary,India,Electronics,178.15,1,178.15,15,151.43,PayPal,2024-12-10,9,In Transit,1,Yes,No,25.8,Occasional
T10924,C5924,57,Non-Binary,UK,Home & Kitchen,431.94,5,2159.7,0,2159.7,Credit Card,2024-11-26,11,Delivered,4,No,Yes,13.2,Premium
T10925,C5925,61,Non-Binary,India,Home & Kitchen,120.37,7,842.59,5,800.46,Debit Card,2024-05-16,14,In Transit,1,No,No,23.2,Occasional
T10926,C5926,36,Non-Binary,India,Home & Kitchen,349.12,6,2094.72,20,1675.78,Bank Transfer,2024-01-30,12,Cancelled,5,Yes,No,7.3,Regular
T10927,C5927,59,Non-Binary,USA,Electronics,316.67,2,633.34,20,506.67,PayPal,2024-11-21,1,In Transit,2,No,No,21.5,Occasional
T10928,C5928,58,Female,India,Sports,432.42,4,1729.68,5,1643.2,Debit Card,2024-03-09,13,Delivered,4,Yes,No,12.9,Regular
T10929,C5929,54,Female,Australia,Home & Kitchen,70.48,2,140.96,15,119.82,Debit Card,2024-11-16,6,Cancelled,1,No,Yes,23.7,Regular
T10930,C5930,23,Female,Australia,Clothing,488.91,1,488.91,15,415.57,Credit Card,2023-06-17,1,In Transit,4,Yes,Yes,8.4,Premium
T10931,C5931,43,Female,USA,Home & Kitchen,293.4,3,880.2,10,792.18,Debit Card,2024-09-05,12,Cancelled,4,Yes,Yes,27.4,Premium
T10932,C5932,51,Non-Binary,UK,Books,497.76,3,1493.28,0,1493.28,PayPal,2024-09-03,7,Delivered,4,No,Yes,11.1,Premium
T10933,C5933,62,Non-Binary,UK,Home & Kitchen,456.2,7,3193.4,15,2714.39,Debit Card,2024-01-14,3,In Transit,3,Yes,Yes,13.8,Regular
T10934,C5934,23,Non-Binary,India,Electronics,114.65,1,114.65,5,108.92,Bank Transfer,2024-06-10,6,Cancelled,1,Yes,No,28.8,Occasional
T10935,C5935,54,Male,India,Home & Kitchen,32.8,9,295.2,15,250.92,Debit Card,2023-03-15,7,Cancelled,1,No,Yes,19.5,Regular
T10936,C5936,50,Female,India,Books,131.54,6,789.24,20,631.39,Debit Card,2024-08-17,1,In Transit,4,No,No,14.1,Regular
T10937,C5937,39,Female,UK,Clothing,266.14,4,1064.56,0,1064.56,Bank Transfer,2023-08-13,1,Cancelled,2,No,No,28.7,Occasional
T10938,C5938,38,Non-Binary,Germany,Sports,89.94,3,269.82,10,242.84,Debit Card,2024-06-18,13,Cancelled,4,Yes,No,13.2,Regular
T10939,C5939,23,Female,Australia,Home & Kitchen,87.89,3,263.67,0,263.67,Debit Card,2023-01-11,5,Delivered,3,Yes,Yes,7.4,Regular
T10940,C5940,23,Female,Germany,Books,233.98,2,467.96,20,374.37,Credit Card,2024-12-21,6,Delivered,5,Yes,No,29.9,Regular
T10941,C5941,21,Non-Binary,Germany,Books,21.47,2,42.94,20,34.35,PayPal,2023-03-06,9,Delivered,3,No,No,11.7,Regular
T10942,C5942,47,Male,UK,Clothing,65.33,5,326.65,20,261.32,Credit Card,2024-08-21,14,Delivered,2,Yes,Yes,26.3,Regular
T10943,C5943,28,Male,Germany,Electronics,210.85,9,1897.65,20,1518.12,PayPal,2023-06-30,1,Delivered,4,Yes,No,9.1,Regular
T10944,C5944,47,Male,USA,Home & Kitchen,36.25,2,72.5,5,68.88,Bank Transfer,2023-05-27,13,Delivered,1,No,No,23.3,Occasional
T10945,C5945,48,Non-Binary,India,Books,201.39,2,402.78,10,362.5,Bank Transfer,2024-06-24,4,In Transit,4,Yes,No,18.1,Regular
T10946,C5946,41,Female,USA,Clothing,239.63,6,1437.78,20,1150.22,Bank Transfer,2024-10-23,10,Delivered,2,No,Yes,29.5,Regular
T10947,C5947,26,Non-Binary,Australia,Sports,228.38,2,456.76,20,365.41,PayPal,2023-09-10,8,Cancelled,1,No,No,18.8,Occasional
T10948,C5948,20,Non-Binary,India,Books,435.24,4,1740.96,15,1479.82,PayPal,2024-04-11,10,In Transit,3,No,No,5.6,Regular
T10949,C5949,48,Female,Germany,Clothing,267.38,6,1604.28,10,1443.85,PayPal,2024-12-13,9,Cancelled,5,Yes,Yes,20.1,Premium
T10950,C5950,57,Male,Australia,Electronics,236.65,5,1183.25,0,1183.25,Bank Transfer,2024-09-05,13,Delivered,5,Yes,Yes,8.6,Premium
T10951,C5951,54,Male,India,Electronics,208.3,1,208.3,10,187.47,PayPal,2023-11-12,3,Delivered,4,Yes,No,25.0,Regular
T10952,C5952,53,Non-Binary,Germany,Books,409.72,6,2458.32,10,2212.49,Debit Card,2023-08-05,11,Cancelled,3,No,Yes,26.4,Regular
T10953,C5953,41,Male,USA,Books,448.05,1,448.05,10,403.24,Credit Card,2024-07-31,2,Cancelled,2,No,Yes,17.1,Regular
T10954,C5954,48,Non-Binary,India,Home & Kitchen,427.36,3,1282.08,20,1025.66,Bank Transfer,2024-11-04,4,Cancelled,5,No,Yes,24.6,Premium
T10955,C5955,23,Non-Binary,Germany,Clothing,338.41,5,1692.05,20,1353.64,Credit Card,2023-12-01,2,Returned,3,Yes,Yes,8.6,Regular
T10956,C5956,19,Female,USA,Books,72.99,5,364.95,5,346.7,Debit Card,2024-06-26,1,Returned,4,Yes,Yes,17.3,Premium
T10957,C5957,37,Female,Australia,Home & Kitchen,142.05,6,852.3,0,852.3,PayPal,2023-11-09,12,Returned,1,Yes,Yes,14.8,Regular
T10958,C5958,45,Female,Australia,Home & Kitchen,27.8,8,222.4,15,189.04,Credit Card,2024-08-24,3,Returned,4,Yes,Yes,20.3,Premium
T10959,C5959,28,Non-Binary,Australia,Books,465.76,5,2328.8,10,2095.92,Debit Card,2023-05-17,7,In Transit,4,Yes,No,6.1,Regular
T10960,C5960,21,Female,Australia,Electronics,332.1,1,332.1,0,332.1,Debit Card,2024-12-18,13,Delivered,3,No,Yes,23.8,Regular
T10961,C5961,32,Male,UK,Clothing,374.45,5,1872.25,0,1872.25,Credit Card,2024-06-12,13,Cancelled,5,Yes,Yes,7.0,Premium
T10962,C5962,23,Male,India,Clothing,159.23,3,477.69,5,453.81,Bank Transfer,2024-10-06,1,Delivered,3,No,Yes,21.4,Regular
T10963,C5963,47,Non-Binary,India,Electronics,423.6,4,1694.4,15,1440.24,Credit Card,2023-07-02,2,Cancelled,1,No,No,5.5,Occasional
T10964,C5964,55,Non-Binary,UK,Books,133.5,8,1068.0,10,961.2,Bank Transfer,2023-07-06,1,Delivered,3,Yes,Yes,25.8,Regular
T10965,C5965,19,Female,Germany,Clothing,5.81,7,40.67,15,34.57,PayPal,2023-08-11,8,In Transit,2,No,Yes,9.4,Regular
T10966,C5966,32,Non-Binary,Germany,Books,191.33,5,956.65,5,908.82,Bank Transfer,2023-11-15,5,Returned,4,Yes,No,17.9,Regular
T10967,C5967,28,Non-Binary,Australia,Books,287.53,2,575.06,20,460.05,PayPal,2024-10-26,8,Delivered,5,Yes,Yes,11.5,Premium
T10968,C5968,25,Male,USA,Home & Kitchen,241.96,6,1451.76,0,1451.76,Credit Card,2024-07-25,3,Cancelled,1,No,No,23.1,Occasional
T10969,C5969,43,Male,Germany,Electronics,431.73,6,2590.38,10,2331.34,PayPal,2023-01-29,13,Delivered,4,Yes,No,13.0,Regular
T10970,C5970,62,Female,USA,Books,57.18,6,343.08,20,274.46,Debit Card,2023-10-16,12,In Transit,3,Yes,Yes,23.1,Regular
T10971,C5971,61,Non-Binary,India,Sports,279.14,9,2512.26,5,2386.65,PayPal,2023-08-13,7,In Transit,2,No,No,12.1,Occasional
T10972,C5972,22,Non-Binary,USA,Electronics,258.92,8,2071.36,15,1760.66,Bank Transfer,2024-09-29,8,Delivered,3,No,Yes,23.8,Regular
T10973,C5973,23,Male,India,Clothing,144.29,8,1154.32,0,1154.32,Bank Transfer,2024-02-05,6,Returned,4,No,Yes,5.8,Premium
T10974,C5974,43,Non-Binary,UK,Home & Kitchen,412.0,1,412.0,10,370.8,Bank Transfer,2023-02-27,13,Cancelled,1,No,No,12.1,Occasional
T10975,C5975,21,Male,UK,Clothing,377.66,5,1888.3,20,1510.64,PayPal,2024-05-11,13,In Transit,5,No,No,17.5,Regular
T10976,C5976,36,Female,Australia,Clothing,367.77,7,2574.39,20,2059.51,Bank Transfer,2023-11-03,7,In Transit,4,No,Yes,6.1,Premium
T10977,C5977,37,Male,Germany,Electronics,438.72,6,2632.32,0,2632.32,Bank Transfer,2023-10-31,14,Delivered,1,Yes,Yes,9.7,Regular
T10978,C5978,50,Non-Binary,Australia,Clothing,362.78,5,1813.9,15,1541.81,Debit Card,2023-01-06,12,In Transit,4,Yes,No,28.4,Regular
T10979,C5979,37,Female,India,Books,119.76,8,958.08,5,910.18,PayPal,2023-01-08,2,In Transit,2,Yes,Yes,29.4,Regular
T10980,C5980,29,Male,Australia,Clothing,354.25,3,1062.75,15,903.34,Debit Card,2024-09-13,8,Cancelled,3,No,Yes,23.5,Regular
T10981,C5981,64,Male,USA,Home & Kitchen,157.31,6,943.86,15,802.28,Bank Transfer,2023-05-19,5,Returned,5,Yes,Yes,11.3,Premium
T10982,C5982,18,Female,India,Home & Kitchen,124.88,5,624.4,15,530.74,Bank Transfer,2024-08-02,7,Cancelled,1,No,No,11.5,Occasional
T10983,C5983,43,Female,UK,Sports,41.14,8,329.12,0,329.12,Bank Transfer,2024-11-10,1,Returned,5,Yes,Yes,21.1,Premium
T10984,C5984,31,Male,Germany,Home & Kitchen,373.29,4,1493.16,0,1493.16,PayPal,2023-12-02,5,Cancelled,5,No,Yes,7.9,Premium
T10985,C5985,55,Non-Binary,India,Clothing,356.95,8,2855.6,5,2712.82,Credit Card,2023-08-26,1,Delivered,5,Yes,Yes,28.7,Premium
T10986,C5986,54,Male,India,Home & Kitchen,121.08,2,242.16,15,205.84,Bank Transfer,2024-10-06,12,In Transit,1,No,No,10.6,Occasional
T10987,C5987,28,Female,USA,Electronics,375.94,9,3383.46,0,3383.46,Bank Transfer,2023-12-28,13,Returned,1,No,No,30.0,Occasional
T10988,C5988,53,Male,Germany,Home & Kitchen,459.33,9,4133.97,5,3927.27,Bank Transfer,2023-08-17,8,Delivered,5,No,No,17.4,Regular
T10989,C5989,30,Female,UK,Books,58.47,6,350.82,5,333.28,Bank Transfer,2024-10-29,4,In Transit,3,No,Yes,24.3,Regular
T10990,C5990,60,Female,India,Electronics,120.16,4,480.64,15,408.54,PayPal,2024-10-21,4,In Transit,4,Yes,No,5.1,Regular
T10991,C5991,20,Non-Binary,India,Sports,376.38,4,1505.52,10,1354.97,Credit Card,2024-07-03,2,In Transit,5,Yes,Yes,27.2,Premium
T10992,C5992,50,Female,USA,Books,140.88,6,845.28,15,718.49,Credit Card,2024-03-20,5,Cancelled,2,No,No,11.8,Occasional
T10993,C5993,23,Female,Australia,Clothing,314.21,5,1571.05,10,1413.94,Credit Card,2023-07-10,1,Delivered,5,No,Yes,21.7,Premium
T10994,C5994,27,Non-Binary,UK,Clothing,45.18,6,271.08,5,257.53,Bank Transfer,2024-02-19,9,Delivered,1,No,No,25.2,Occasional
T10995,C5995,22,Female,Germany,Clothing,228.84,7,1601.88,0,1601.88,Bank Transfer,2023-08-22,5,In Transit,4,Yes,Yes,9.1,Premium
T10996,C5996,40,Non-Binary,India,Books,370.85,7,2595.95,20,2076.76,Credit Card,2023-09-26,6,Returned,2,No,Yes,16.1,Regular
T10997,C5997,27,Non-Binary,India,Books,344.82,9,3103.38,5,2948.21,Credit Card,2024-04-01,2,Delivered,4,No,No,17.3,Regular
T10998,C5998,61,Female,UK,Books,408.46,8,3267.68,0,3267.68,Bank Transfer,2023-02-17,10,Cancelled,4,Yes,Yes,12.8,Premium
T10999,C5999,19,Female,Australia,Electronics,439.34,6,2636.04,5,2504.24,Bank Transfer,2024-07-20,10,Returned,2,No,No,17.0,Occasional
